singular_masculine,singular_feminine,plural_masculine,plural_feminine,ipa_singular_masculine,ipa_singular_feminine,ipa_plural_masculine,ipa_plural_feminine,syllabification_singular_masculine,syllable_count_singular_masculine,syllabification_singular_feminine,syllable_count_singular_feminine,syllabification_plural_masculine,syllable_count_plural_masculine,syllabification_plural_feminine,syllable_count_plural_feminine,links_to_audio_files_singular_masculine,links_to_audio_files_singular_feminine,links_to_audio_files_plural_masculine,links_to_audio_files_plural_feminine,english_translations,french_translations,italian_translations,german_translations
abandonado,abandonada,abandonados,abandonadas,a.β̞an̪.d̪oˈna.ð̞o,a.βan.ðoˈna.ða,a.βan.ðoˈna.ðos,a.βan.ðoˈna.ðas,a-ban-do-na-do,5,a-ban-do-na-da,5,a-ban-do-na-dos,5,a-ban-do-na-das,5,,,,,"abandoned,forsaken,neglected,deserted",abandonné,abbandonato,"verlassen,einsam,schlampig,nachlässig,herrenlos,verwahrlost"
